"LotArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","SalePrice"
7.00413657715768,0,0,60.4880136986301,23.126022913257,25.1491509866911,0,20.6480783722683,0,0,66.6666666666667,0,37.5,33.3333333333333,33.3333333333333,0,50,42.6657263751763,0,6.03290676416819,21.1359533398139
1.11009838977307,8.13253012048193,0,3.76712328767123,8.95253682487725,16.9343735658559,0,13.9035418236624,33.3333333333333,0,33.3333333333333,0,25,33.3333333333333,25,0,50,37.0239774330042,0,5.11882998171846,15.706151923344
3.58176166771834,10.1878100637845,5.42740841248304,20.847602739726,18.6906710310966,19.2978430472694,74.5762711864407,44.8568198944989,0,50,100,50,50,33.3333333333333,75,66.6666666666667,50,58.6036671368124,0,37.2943327239488,36.7865574225802
1.59480240248662,6.80368532955351,0,15.5393835616438,12.2258592471358,10.0963744837081,22.0823244552058,16.8801808590806,33.3333333333333,0,33.3333333333333,50,37.5,33.3333333333333,25,0,25,21.509167842031,0,10.4204753199269,12.0399944452159
1.91638037813457,7.35294117647059,0,17.8938356164384,13.633387888707,11.4502065167508,0,9.40090429540317,0,0,33.3333333333333,0,25,33.3333333333333,16.6666666666667,0,25,22.9901269393512,0,0,11.4011942785724
3.71357124494613,0,0,40.1969178082192,15.3682487725041,13.8825149150987,41.5496368038741,27.5621703089676,0,0,66.6666666666667,50,37.5,33.3333333333333,50,0,50,45.0634696755994,16.8028004667445,9.68921389396709,24.802110817942
2.91663745355115,13.6959603118356,0,4.92294520547945,14.5335515548282,13.2629646626893,0,10.8892238131123,33.3333333333333,0,33.3333333333333,0,25,33.3333333333333,25,33.3333333333333,50,33.1452750352609,0,0,16.8171087348979
3.08116572016172,0,0,39.2979452054795,15.0245499181669,13.4006424965581,0,11.0022607385079,0,0,66.6666666666667,0,25,33.3333333333333,25,33.3333333333333,25,18.6177715091678,3.26721120186698,0,8.97097625329815
3.51211760031784,23.6357193479802,0,11.5582191780822,26.2520458265139,29.1418081688848,0,23.9261492087415,33.3333333333333,0,66.6666666666667,50,37.5,33.3333333333333,50,33.3333333333333,50,46.5444287729196,14.3523920653442,20.109689213894,25.7047632273295
6.188973801678,17.9305457122608,0,13.9554794520548,21.89852700491,23.3593391463974,56.5617433414044,41.1831198191409,33.3333333333333,0,66.6666666666667,50,62.5,33.3333333333333,66.6666666666667,33.3333333333333,75,56.1354019746121,24.3873978996499,10.054844606947,38.2030273573115
4.44039355909229,0,0,28.0821917808219,10.7364975450082,14.5479577787976,0,11.9442351168048,0,0,66.6666666666667,0,50,33.3333333333333,25,0,25,15.2327221438646,0,0,4.11054020274962
3.4307882867092,0.425230333097094,0,31.3356164383562,12.3731587561375,9.86691142726021,37.9176755447942,22.852298417483,0,0,66.6666666666667,50,37.5,33.3333333333333,41.6666666666667,0,50,43.3004231311707,19.7199533255543,8.22669104204753,25.0381891403972
3.78601977143658,0,0,39.041095890411,14.9263502454992,13.2629646626893,44.1646489104116,28.0708364732479,0,0,66.6666666666667,100,50,66.6666666666667,50,0,0,0,14.9358226371062,0,14.4563255103458
3.21204047769286,0,0,40.2825342465753,15.4009819967267,15.2134006424966,22.9055690072639,21.4016578749058,0,0,66.6666666666667,0,50,33.3333333333333,41.6666666666667,0,25,38.6459802538787,0,0,13.9008471045688
2.47727219612517,11.3571934798016,0,7.49143835616438,13.3551554828151,11.0601193207894,0,9.08063300678222,0,50,33.3333333333333,0,37.5,33.3333333333333,25,33.3333333333333,25,18.6177715091678,0,0,13.2759338980697
3.65514501390544,11.7292700212615,0,25.6421232876712,20.6382978723404,21.2712253327214,0,17.4642049736247,33.3333333333333,0,33.3333333333333,0,37.5,33.3333333333333,33.3333333333333,33.3333333333333,50,30.5359661495063,0,0,17.7891959450076
4.10572810769123,24.2558469170801,0,13.5702054794521,27.5941080196399,31.206975676916,0,25.621703089676,33.3333333333333,0,66.6666666666667,0,37.5,33.3333333333333,41.6666666666667,33.3333333333333,50,44.851904090268,29.75495915986,10.4204753199269,37.7864185529788
